batch_id,peak_weight,peak_threshold,peak_samples_train,peak_samples_test,MAE,RMSE,R2,peak_MAE,peak_RMSE,n_estimators,max_depth,min_samples_leaf,train_samples,test_samples,timestamp
20251205_112214,1.0,34.0,5386,1151,8.699797791835117,13.461744310701555,0.724946947369532,16.51918256804239,20.179274813747618,200,20,1,21635,3685,2025-12-05 11:22:15
20251205_112214,2.0,34.0,5386,1151,8.296830687237083,12.943659387655114,0.7457107819320452,14.558945621644762,18.37991674255291,200,20,1,21635,3685,2025-12-05 11:22:17
20251205_112214,3.0,34.0,5386,1151,8.166621876770595,12.788898296334322,0.7517552561987292,13.653070384373176,17.575943922208857,200,20,1,21635,3685,2025-12-05 11:22:18
20251205_112214,4.0,34.0,5386,1151,8.118990634706337,12.7369022194677,0.7537697398280455,13.111286406272981,17.108166762337305,200,20,1,21635,3685,2025-12-05 11:22:20
